id,text,label
4134,@MakEitSndGoOd @Fewjr we block us then and see what happens. You think we on ya high yellow ass now. Just watch,not_hate
2394,@ACMobbDeep @madsbennett yeah I run over squirrels and coons,not_hate
12064,Im tired of these bitches actin like they loyal lol,not_hate
6479,@jstewcoolcat fag lol,not_hate
14864,RT @BrwnSkinGirly: Soulja boy bitch so Aggravating &#128553;&#128553;&#128553;all that nagging &amp; shit .. I hope Ion sound like her &#128514;&#128514;&#128564;,not_hate
21027,S/o to dat bitch ass nigga in Alabama who wanna kill me #GoodLucc,not_hate
10429,I could b out here like some of these chicks...in the streets slingin pussy for a couple dollars but im not,not_hate
8346,Boats n hoes boats n hoes gotta have me my boats n hoes!!!!!!!,not_hate
5647,@alexiscarfield ya damn right nigglet! :D,not_hate
7408,@triple6em96 @longbongchris stfu you stupid bitch? Like leave us alone? No one gives a fuck about you. Bruh just block her. We're good.,not_hate
12248,It's going down it's going down it's going down lil bitch.,not_hate
12325,"Iv decided to grow my hair, i aint braiding it tho.......straight curls out dis bitch !",not_hate
19405,"RT @excusemydank: ""Fuck all the skinny bitches"" @NICKIMINAJ #NeverForget &#128557;&#128128; http://t.co/Ndhqmn3LvU",not_hate
6779,@longbongchris mk Hun just textith me,not_hate
2625,@BeattyJustin @KYOppCoalition I am one proud hillbilly.,not_hate
21622,Still wit the Same bitches to the death of me&#128553;,not_hate
20656,"RT @toujoours: could never kiss up to a bitch or follow up being someone. not my cup of tea , you hoes look foolish",not_hate
6248,@hayyllss Merry Christmas Hun ! &#127877;&#127876;&#10084;&#65039;,not_hate
11557,"I'm from #SouthChicago so I know it's bad but...bitch, it ain't like you live in Englewood! #FOH",not_hate
2412,@AbrehamDadi no bitch,not_hate
2547,@AtBlackface @MrMooncricket @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 fuck u bitch,not_hate
7215,@sharonmperalta @dylan72892 long tittied no nipple having bitch!,not_hate
4724,@Rvm3o bitch Boy,not_hate
4216,@Midnight_Snacka bitch I don't want yo fat ass following me hoe,not_hate
24890,really out here tho bitch. http://t.co/0s8phidLGe,not_hate
13893,"Oh your gonna ruining your life just throwing it away smoking weed, but my test scores are higher than yours. . . . Just trash my life",not_hate
7140,@rowboy_quest promotion that's hoe ya do it http://t.co/Tpnmbd6z,not_hate
5183,"@TreyDoe_: @HallDerik @20ToLife_ once fag."" You got pressed to the ground? ..hang up your cleats n never put them back on or think about it",not_hate
650,"""im gonna rip that bitch apart""
""rip what apart""
""lol""",not_hate
9719,God damn birds,not_hate
24094,bahaha karma is a bitch,not_hate
312,"""@allisonnamaya_: What should I name my cat, ideas?"" Mr pussy",not_hate
9937,Hardly ever sober bitch I party till it's over.,not_hate
14880,RT @BudaHefner74: &#8220;@breathTaker___: Wake up in the morning give me head bitch &#128514;&#128557;&#8221;,not_hate
19795,RT @jjauthor: US ghettos-driven by liberal ideology; forged by unions &amp; bankrupted by self-serving Dems catering 2parasites! #tcot http://t&#8230;,not_hate
5601,"@_womanoverboard ""nigger""",hate
20894,RT and pass that bitch http://t.co/YoLSpKhiC0,not_hate
18549,RT @Yankees: #Yankees can jump into first place TONIGHT. RT if you think they will!,not_hate
72,"""@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness""&lt;lmao!!",not_hate
19270,RT @datniggaT_RAW: top notch bitch hair down to her ass,not_hate
17347,RT @Professor_Ryan: I thought it was raining because of the sound on the roof but it was just birds exploding from the heat.,not_hate
350,"""@jacaxeltlu: Eventually every bitch turns into that hoe."" # Truuu",not_hate
572,"""These hoes ain't loyal""",not_hate
21611,Steve McNair got murdered by his side bitch man life is crazy,not_hate
7435,@tyracountryman nah gurl this pussy private &#128581;,not_hate
15787,"RT @HOFSportsTalk: It's okay for Michael Sam to mock Manziel, but if Johnny mocked Sam by pretending to have a dick in his mouth he'd get a&#8230;",not_hate
12674,Let the jig commence http://t.co/pqvJiEvqZa,not_hate
6901,"@moneydriven I see a picture of you smoking, such a man of god. Disgraceful nig, you sir, are an embarrassment.",hate
10768,"I hate when bitches ""been thinking"" smh",not_hate
22240,These hoes ain't yours it's just yo turn #&#128175;&#128175; u hear me?,not_hate
10717,"I hate being profiled. I'm not ""country"", I'm not a ""hick"". I'm Eric Dean Vestal, and I'm doing what makes me happy, not anything else.&#128076;&#128075;",not_hate
14900,"RT @CHlLDHOODRUINER: ""And if you aint a hoe, GET UP OUT MY TRAPHOUSEEEE"" http://t.co/GfOHPUTVhP",not_hate
4761,"@SalaciousSully Tony drinking sloppily and saying 'What? I cunt hear you, bare ass me again'",not_hate
24648,like a bitch pic is flirting nowadays,not_hate
4841,"@SideHoeNextDoor with your height, yeah. Chunky bitch",not_hate
20457,RT @shoulder_LEEN: &#8220;@intentions_: New York bitches be like #ThatNYCshit #bitchesbelike #newyorkGirlsbelike #hoodbitches LMFAOO&#128514;&#128514; &#128514; https:/&#8230;,not_hate
18586,RT @YoShortyMa: I'll kill this bitch no hesitation http://t.co/UxePa9LVi5,hate
23770,You can't treat these hoes like ladies,not_hate
17068,"RT @NoWomanIsRight: Females say ""have a seat faggot"" &amp; they feel like they put a bullet in yo head",not_hate
19087,RT @blessedarti: Y'all claim you want a good &amp; loyal girl but keep messing with hoes like I'm confused,not_hate
23443,Woman busting her ass to please you and you treat her like shit cuz you a immature ass lil boy. Yeah fuck all you hoe ass niggas.,not_hate
10225,Hull all yuh mudda cunt RT @FCBarcelona: Six strikers set for The Clasico http://t.co/Ve6RHXSS4x http://t.co/YJhUba6hUW,not_hate
13144,"Member when bitches put ""le"" in front of everything. You not foreign mf &#128514;",not_hate
3773,@JoeBiden is such a retard! &#8220;@irritatedwoman: Biden Calls Himself &#8216;White Boy&#8217; in Meeting With Black Pastors http://t.co/bqx1IEv0wD&#8221;,not_hate
10833,I hope Charlie brought the lube for this test...,not_hate
10713,I hate a trash bad bitch,not_hate
6127,@fairflattaxnow discredited by whom? Per the government the study is good and factual. Pay your bills moocher teabaggers and republicans,not_hate
13316,My blue flag brite nd ya bitch blowing me like play bagpipes,not_hate
14973,"RT @CauseWereGuys: Sex on 1st date dont mean you a hoe, waiting 120 days wont make you a wife, cute pics dont mean you happy &amp; having a tit&#8230;",not_hate
25276,you gotta be a new breed of retarded if you do that. http://t.co/PeinRwsZzq,not_hate
17483,RT @Ribo333: @secupp your retarded,not_hate
23675,Yo fuck firestone for that commercial givin bitches ideas to run over guy's video games. I'd cut a bitch over that.,not_hate
21564,"Sorry hoes, but L.O.V.E. does not stand for Legs. Open. Very. Easy",not_hate
15287,RT @DannyDeVito: Wisconsin IASIP nice work bitches!,not_hate
19390,RT @emmskayy: Don't put the pussy on a pedestal homie,not_hate
9697,Girls the days be confused hoes ain't nobody got time fo that !,not_hate
3649,@JMC2488 @jetsgreen @TB12FAN and fuck you too ya little bitch you look like a Mexican sucking a cock in ur profile,hate
18134,RT @TheVoiceOfMiami #Fellas: Would you shit on a bitch if she asked you like that Biggie skit? + I'll take my dick and go home.,not_hate
15891,RT @HornyFacts: A girl KNOWS when a bitch likes her boyfriend &#128564;&#128080;,not_hate
16879,"RT @MoneyHG: I gota hand fulla brothers 
Trek gang bitch we hustle",not_hate
4500,@PDaburei bitch nigga,not_hate
9151,EJ wanna be Michael Sam bitch so bad.,not_hate
3739,@JefDaBest: The fact this bird ass nigga took my phone and did a light skin pose in school @Mrste617 smh lol http://t.co/Zd3vctXGXh,not_hate
16050,RT @Its_KingWalt: Bruh.. Don't do this RT &#8220;@Trent_W93: Females swear their best friend is the baddest bitch in the world!&#8221;,not_hate
10660,I got some yard work i need done....you got me? RT @MidCityAce: Control your excitement sir... &#8220;@11wdNICK: Lets gooooo Teena bitch!!!&#8221;,not_hate
7468,@vivaalakatyy @J_Fritzy @Lompartayy at least I have a boyfriend dumb bitch &#128514;,not_hate
12576,Kyles a bitch,not_hate
2866,@CayMarieee omg bitch go to sleep it was JUST a coincidence huh ? &#9995;&#128514;,not_hate
21577,"Speaking of '09, that years pussy was phenomenal.",not_hate
2860,@CayMarieee bitch I'm not coming no more you said your making plans !,not_hate
11219,"I swear, new bitches here me rap and its a WRAP !!",not_hate
22099,The word bitch don't apply to all women but all women got a little bitch in em,not_hate
7672,A nicca still tired from last night ... Wtf!!,not_hate
1539,&#8220;@S_hawn24: Y'all females love y'all a bum nigga or a jail bird..&#8221;!!!!,not_hate
9544,Fuck these hoes im gone &#9996;&#65039;,not_hate
2695,@BlizzyLC now that ur tour over come kick it with ya nig in the MIA....,not_hate
8435,Bruh this niggah always falls asleep ! &#128530;&#128529;,not_hate
12273,It's only a few real bitches I know.,not_hate
532,"""Mam, Ren&#233;e doet in haar rol net of ze ongesteld is Wat is ongesteld?"" Van dat soort vragen waar je denkt: hoe leg ik die weer uit.",not_hate
12622,Lame niggas trash.,not_hate
10242,I absolutely love my Shanti regardless what we go through that's my bitch,not_hate
20079,RT @mavkus__: @Victooreeuhhh nun fucking bitches getting money,not_hate
22767,Tweekin hoe &#128526;&#128175;,not_hate
19927,"RT @larryx2010: @Tip 4370 sunnyslope dr, memphis tenn 38141...come over and get fucked in the ass you lil skinny bitch, i love read skinny &#8230;",not_hate
20336,RT @rcooley123: Bill Maher mocks gullible America for missing the real enemy http://t.co/ApnsVg35Uf,not_hate
11152,I see the same hoes,not_hate
17118,RT @O3_Millz: Wish I could get drunk tonight.. But my hoe ass drinkin buddy sick &#128530;&#128530;&#128586;&#128567; @1BookieG and the other one left &#128530;&#9992;&#65039;&#128640;&#128186; @xDSmooth,not_hate
15045,RT @ChrisPalmerNBA: Udonis talking some big trash to Lance. LeBron holds him back.,not_hate
7898,Already more yellows than the last 2 years combined #IndyCar #Honda200,hate
8080,Awk... U don't like your own nephew / cousins bc our race.. LMAO broke ugly bitches fuck them we don't need them,hate
1847,&#8220;@julialeungg: hoes do hoe thangs&#8221;@Maycie_Belmore,not_hate
15054,RT @Chykalet: If you're fucking your sons barber and you still gotta pay for the cut...ya pussy is wack! &#128569;,not_hate
18012,RT @ThatGuyBryant28: Still the greatest tweet ever. RT @DJZeeti bitches run on emotion not logic .. a bitch will say 1+1=3 if the number ...,not_hate
15239,"RT @DTAVohn269: Best said by @iSpeakMut ""there's a storm brewing bitch"" lmao",not_hate
11131,I remember laying on a hospital bed after being shot ranting about how coconut shrimp was trash.,not_hate
21655,Stupid ass hoe,not_hate
13370,My hoes love to go shoppin,not_hate
4539,@Pete_OR i prefer zebra visually. Didn't know about lesser costs.,not_hate
18096,"RT @TheOnlyReed: If u looked good in highschool and wack now, I know that pussy been thru some shit",not_hate
8549,"Can someone please explain to me, Why are the birds so angry &amp; destroying pigs' homes?",not_hate
10085,High then a hoe watching wolf of Wall Street,not_hate
18504,RT @WorldStarFunny: when you see a bitch nigga subtweet you http://t.co/eclOjoVwg7,not_hate
4176,@Max_Kellerman if it were close than we could bitch but that was going on 10 to zip on scorecards ... Rightful mercy stoppage,not_hate
13053,Man in zebra print dress robs bank http://t.co/3xaPAYzbge,not_hate
2398,@AJ0427 Just watched the Llewyn Davis doc. Warm fuzzies abound &#9786;&#65039;,not_hate
24848,paper ova pussy,not_hate
19220,RT @craigslistlove: some women just weren't blessed with a cotton candy pussy,not_hate
24702,"maddie, karissa, Ireland, cierra and I have gotten so close I'd kill a bitch for them tbh",not_hate
22034,The jig,not_hate
17055,RT @NoChillPaz: If a bitch talks shit to me I'm gonna lick my thumb and swipe her eyebrows off,not_hate
13706,"No bitch, I don?t have anything to hide. I just don?t like people looking through my phone..",not_hate
16457,RT @KxRxSxB: Sometimes I turn my phone on loud to tweet just to hear the bird chirp. #TrueStory #TeamiPhone,not_hate
3851,"@KHShan @VictorB123 Oh but those last few that did.. Charlie, Wilma, Jeanne...",not_hate
3126,@DolanGang you wouldn't know fag,hate
864,#milesthompson #goauche #wetback #ca http://t.co/g3Ze8bqLPG,hate
5931,@covrtneyyy that was for other bitches lol you cute tho wassup GIMMI YO NUMBA&#128299; IMMA NATURAL TOO LMFAOO,not_hate
3862,@K_forKicKs likkadawgg turn up ya bitch...fw ya dawg man,not_hate
1326,&#8220;@HeyKeifer: Oreos are basically dirt circles with cream.&#8221; True.,not_hate
21752,Taught me how to hate a bitch,not_hate
21116,Seeing another baseball team just makes me wanna book my @Yankees trip right now.,not_hate
9413,"For guys ?bros over hoes?. For girls ?chicks over dicks?. For me, it?s ?whoever has my back over the fake ass people, any day?",not_hate
22691,"Told that hoe she special, like the McRib&#169; at McDonalds..",not_hate
13800,"Notice I didn't tweet ""bytches"".... Bytch is different from bitch.... My logic... And it WERKS...",not_hate
14349,RT @215_Bub: Don't sweat these hoes they come wit the money &#128527;,not_hate
9577,Fuckin pussies passed out.,not_hate
4291,@MosoKnowso @ShaeGreyyy thats a goddamn terrible joke you gbe lookin bitch,not_hate
23379,Why the fuck are the @Yankees throwing batting practice tonight? Holy shit...,not_hate
3526,@Hype I'm not delivering to that bitch boy anymore.,not_hate
3033,@DanielM023 Hell na !! Hes a honky brah,not_hate
19892,RT @kooleyCobain: You can't find what you lookin for cuz you too busy likin 2 or 3 bitches at a time and all the same.,not_hate
24049,"all them ""model"" hoes follow a nigga...""blow up""...an then hit the infamous imma only follow 25 people wave...",not_hate
23624,Yeah they do. RT @Yankees: Six complete here at The Stadium. #Yankees lead the Red Sox 3-1. #LetsGoYankees,not_hate
6529,@karmendanielle_ let the coons be great it's in the dream,not_hate
24604,it's a brand new day and the birds they chirpin,not_hate
16293,RT @KINGTUNCHI_: Lol it's funny tho cuz every hoe that talk shit I .... NVm that shit ain't player,not_hate
10592,"I fuck with lux and his knowledge but mooks presence, delivery is connecting more to the people. Crazy.",not_hate
20498,RT @southernshirt: The only things you need in life are comfy shirts and Oreos #southernshirt,not_hate
3409,"@GuTsSidious Yeah, so quit being a bitch and edit.",not_hate
3265,@FloralElephants THE WASP OF ANGRY LEGEND. BEAT IT INTO A SQUISHY PULP!!!,not_hate
14552,"RT @AprilStearns: RT @GN192 Far right hero and all-around RWNJ D'Souza took to twitter on Thanksgiving to mock Trayvon Martin, a murdered k&#8230;",not_hate
14838,RT @BrodyBolerjack: @Tonyjohns000 johns.... be honest.... you got hoes in different area codes,not_hate
23826,"You know I'm not big on the NFL, but I'm so sick of hearing all of this ""Black and yellow"" shit. LOL @ bandwagon fans and hell, GO PACKERS!",not_hate
5592,@_tiffanycarter bitch... Im mad at you for slapping me &#9995;,not_hate
12982,Los pussy ass lost by 3 points!! &#128514;&#128514;&#128514; I WINNNNNNNNN,not_hate
10012,He so trash RT @yusufyuie Cary Williamsc GOT CARRIED lol,not_hate
293,"""@_BaDa_Bing: I only punch real niggas in the face cause a pussy Nigga is gonna punch me right back"" Strong Mush or Shake..",not_hate
1221,"&#8220;@Coley_Cee: @lil_aerii @__yhanaaaa @DTHANG_ lmfaoooo, bitch don't start.&#8221; Okay bitch",not_hate
22092,"The way I fuck her, you would think I love this bitch",not_hate
15050,RT @Chubbylumpkins_: I think this Steubenville rape trial is some bullshit. That rollen bitch wanted the dick lls and got mad when she w ...,not_hate
13502,"NYC Media last week: LOL, look at the flyover peckerwoods freaking out.

NYC Media now: BRING OUT YOUR DEAD.",not_hate
5262,@WHSVGrantCruise birds of a feather. You stand with PETA. I stand with sanity.,not_hate
1276,&#8220;@FliirtNextDoor: If yo pussy stank ; u wasn't raised correctly&#8221;lmao,not_hate
10844,I impress da young white girl next doe by taking out my giant negro thang and usin it to flip da hamburgers for da #KoolQueefTribute&#160;,not_hate
18052,"RT @TheDouch3: Most overused hoe excuses
1. It's just lyrics
2. My friends party so I party 
3. Men do it too
4. And vice versa
5. I was yo&#8230;",not_hate
6030,"@djfeds couldn't make it nigga was at the E.R. My bad then my charger for my phone ripped so I can text, I'm on my iPod all ghetto",not_hate
4488,@Oskzilla niggah you gay!,not_hate
23220,When this test is over today I'm making a pan of brownies. I'm going to lay in bed all day &amp; eat them until my heart is content. &#128524;,not_hate
14318,"RT ""@TIMAtheRACER: Wow do we have another faggot? &#8220;@ShinobiCelsius: TIMAtheRACER wow do we have another Cam hater? lol&#8221;""&gt;&gt; dat dude is nice",hate
6705,@kliontiii @yfly23 lol tell Liv none of her usual redneck hillbilly places an none of ur black gangsta places either,not_hate
12343,"Jason admitted you're a stuck up bitch lol, which you are. Think you're so much better than everycunt, naaaaa",hate
688,#BlessJesus The #Crown of HIS head to the sole of HIS feet,not_hate
9513,Fuck her right in the pussy.,not_hate
20244,RT @ooxlexx: I can't stand to be around ghetto girls.&#128134;,not_hate
24034,"ain't my hoe, I just thought it was.&#128524;&#128080;",not_hate
15658,"RT @FunnyQuotees: I hope a bird shits on your face, bitch.",not_hate
5165,@TomCrean ill scream from France for you Tom! #IU #iubb #hoosiers #creanandcrimson,not_hate
21212,She think she bad but my bitch meaner,not_hate
9516,"Fuck it, its 4 am why am I tweeting as if anyone is going to answer me, y'all niggers don't reply at 4 pm. Niggerfag Niggerfag Niggerfag",not_hate
19064,RT @bethanylynn__: &#8220;@WhitDAWGem_: There is nothing wrong with Ariana Grande..... Just cause she don't look like hoe.... Y'all gotta a probl&#8230;,not_hate
23842,You know these hoes wishy washy !,not_hate
1531,&#8220;@RylannWilliams: @Woodchuck20 @ravenkiann Hahahaha do it bitch! Make her fall in love &#10084;&#10084;&#10084;&#10084;&#10084;&#10084;&#10084;&#8221; should I? &#128514;,not_hate
21700,Swag killed the bitch like Columbine,not_hate
19572,"RT @iDntWearCondoms: &#128514;&#128514;&#128514; RT @baskgod: if your girl smoke weed the dopeman slamming your bitch for a G, but that's Relationship Goals to y'a&#8230;",not_hate
5429,@Zwaaad fag,hate
23541,"Ya bitch aint bad nigga, u aint got no taste",not_hate
23025,Weird ass bitches,not_hate
15727,"RT @Goons_TXT: Also, just because you suck dick, doesn't mean you have to act like a faggot.",not_hate
4517,@Param0nster_ you and me having Twitter bird shaped pancakes that would just be a start,not_hate
25043,"there's always that dumb twitter hoe when it comes to sports. ""I hope Floyd beat mayweather"" or ""I hope New Orleans beat the saints"" &#128530;&#128529;&#128298;",not_hate
4342,@NICKjSPADA @EnxadasFelipe @Lindsey711xoxo ik he felt like a bad bitch. Take it down a notch dex,not_hate
17267,RT @PenguinGraham: Someone who claims they're a bad bitch shouldn't get offended so easily.,not_hate
1938,"&#8220;@slllick_: Y'all be like.. "" I want a love like Rashad &amp; New New""... Shit y'all already got one. Lying about who you are ass hoes lmao&#8221; &#128514;&#128514;",not_hate
18371,RT @Vaeflare: ...Because sometimes you just need a moment to appreciate a noble guinea pig with steampunk dragon wings. http://t.co/SeRyx9v&#8230;,not_hate
25215,why they playing trash on ESPN right now.,not_hate
20403,RT @salomanizor: Too many faggots on here that think they can address me by my first name,hate
13026,Make your first impression with me the best or like Nino Brown ima cancel that bitch,not_hate
16033,RT @ItsFoodPorn: Oreo Cheesecake Bars http://t.co/RlHHIM98FL,not_hate
5920,@collegefession you are a bitch!!!!,not_hate
24048,"all the money n the pussy I want, I need that there",not_hate
15685,"RT @GangsterFeels: Yes i'm judging you by the way you dress, bitch.",not_hate
24182,brass monkey dat funky monkey http://t.co/NaDoF9QqDa,not_hate
18615,RT @YungTweetGod: Bitches will give their pussy to the whole community but wont give a nigga a piece of gum,not_hate
19089,RT @bniceloco: Charlie Sheen is the realest nigga alive http://t.co/pk0nEjIOVh,not_hate
12859,"Lmfao RT @_TrishaAnn_: I only twerk to ""Somewhere in America"" because when Hov says twerk, you twerk bitch!!",not_hate
6905,"@moneyhabitz17 hell yea,I'm surrounded by hillbillys an real ass rednecks",not_hate
17319,RT @PornPunter: I love how sweet girls have sweet pussies http://t.co/JprbhUXfdP,not_hate
2660,@BillRatchet @VottomanEmpire place pussy on stache let pussy take ride,not_hate
1259,&#8220;@DrummerKid0328: Reggie gives me headaches my niggah &#128545;&#128567;&#8221;&#128175;&#128175;,not_hate
19509,RT @haztv: Stop forcing ya kids to take these pictures u trying to trap niggas online wit u funky hoes,not_hate
17772,"RT @SouthPark: &#8220;If you want to buy anything, you just talk to the bottom bitch and then the bottom bitch talks to me&#8230; Do you know what I am&#8230;",not_hate
12747,Like my twat,not_hate
13941,Omg fuck these bitches #basedgod,not_hate
3107,@DimitriCrossin bitch ass,not_hate
16739,RT @MandylouGraham: We put a redneck in the White House it's gonna be the camo house. @Moccasin_Creek &#128521;&#128514;,not_hate
5637,@akaYankeee bitch probably deserved it lol,not_hate
6232,@hand_tex @drapermark37 humans are evil man. Cutting tusks of these beautiful animals so chinks think the get a hard on.,hate
25195,where r the fun twins at @TheJsimps I'm trying to lick cheeto dust and coleslaw off your nips,not_hate
20323,RT @radiotour_en: Duchess of Cambridge to present the first yellow jersey http://t.co/8VVNU9DrFM #TDF,not_hate
9701,Give a hipster bitch a yellow stick now she suckin dick in the hood and shit -Othot,not_hate
6848,@megalexatron trash about us and your from another conference- you can say goodbye,not_hate
1085,&#128588;&#128591; RT &#8220;@PlanetPOB: Real Men eat pussy.&#8221;,not_hate
5331,@WyattNuckels just smokin that Cali smoke and fuckin your bitch wbu,not_hate
12945,Lolololol not to be a hoe but that was a nyyce one,not_hate
20162,"RT @mykvh: bitches be like ""if you come over were not fucking"" but it happened &amp; she shaved bitch knew wassup &#128514;",not_hate
25004,that hoe that you in love with? that's that hoe I mess around with,not_hate
20138,RT @mjr_success: Me &amp; Wes in this bitch dead,not_hate
17396,"RT @Racheldoesstuff: ""You gotta have luuuuube/All ya really need is luuuube!""- Dental Dam Yankees",not_hate
21317,"Sitting alone watching White Chicks, no pants, fuzzy blankets, tea || turn up",not_hate
12514,Karma sure is a bitch. Lol,not_hate
8628,Cause you know.. Y'all hoes play entirely too much.,not_hate
13239,"Mr President &amp; homeland security, please ignore any foreign threats and focus your sole attention on our police force #ACAB #LANDOFTHEFREE",not_hate
22679,"Today I heard my boss say ""motherfucker, bitch"" like it was so funny bc she has an Asian accent",not_hate
7922,Amber wants a million... Wiz just like... Ok bitch I spend that on 2 cars..,not_hate
14048,Or continue to be a bitch..... That's cool too,not_hate
3367,"@GoldGloveTV Neither does your fucking cat, pussy.",not_hate
5996,@delaney_guinan grow a pair pussy,not_hate
8472,But I can't buy tomorrow. That's why I go hard hoe.,not_hate
7285,"@steve_phillips_ funny, I thought @bobmuellerwkrn #tbt 90s photo this week would have you hanging me over a trash can by my ankles",not_hate
7578,@yooperslayer better off banning teabaggers and their anti American supporters,not_hate
1635,"&#8220;@WEEEDITH: All I want is bitches, big boooty bitches&#8221;",not_hate
7243,@slayerific13 @brenda_skelton @daisymcgarr Don't get me wrong G.. I'd hunt birds but that's a lot of work &amp;.. well I just ain't that hungry,not_hate
12098,In my 25 years I've supported more niggas and bitches and they kids and well.. my gratitude has died.,not_hate
6195,@gifs http://t.co/J1PWlaeRCu (via @teapot),not_hate
8405,Breezy gotta sleep this hoe,not_hate
19033,RT @ballerlifee: I took the hoe to burger king&#128514;&#128514;&#9995;&#9995;,not_hate
8245,Big bro moose trying slide into these hoes DM's http://t.co/eVb17DyunT,not_hate
20702,"RT @tyleroakley: Merry Christmas, everyone! Unless you're a fucking bitch then literally just go.",not_hate
2783,@CBSThisMorning @charlierose @NorahODonnell tx trash your show was a disgrace this AM engaging w @MittRomney disrespecting the President,not_hate
14772,RT @BloodBloodBIood: Valentines day is just an extra Christmas for bitches blood,not_hate
5971,@danram70 pussy. It's science. Donaire via Rachel spelling error,not_hate
9476,"Fuccn yo bitch last night she say ""you the nigga!!'",not_hate
16893,"RT @Mr1738: ""I didn't sell my
pussy for $65.....it was $80!!!"" http://t.co/sHPh98KzOY",not_hate
741,#IndigenousPeoplesDay HAHA!!! You fuckin' retarded commies!!!!! Hunter Biden loves snortin' that PYGMIE FAIRY DUST don't he? #liberals,not_hate
12654,Leg day made me it's bitch.,not_hate
3486,@Hovaa_ #niggerfood #niggerperson #you #are #a #nigger,hate
11975,If you want it come and buy it ain't no mufuckin fronting nowadays niccas playing games about a few hunned! -- @FenkellPayroll #Loud,not_hate
12381,Jihadis taunting America &amp; spreading paranoia: tents that appeared in a video of a Daesh training camp near Mosul. http://t.co/GH3EbBfB3t,not_hate
25127,tryna get grey to call off work but he's being a bitch lol,not_hate
7630,"A bitch will be quick to get mad if they have to write and essay, but go post 1,000 tweets with ease.",not_hate
1802,"&#8220;@gallinofmilk: I'm a faggot"" I agree",not_hate
17378,RT @RIPvuhsace: I hate taking a shit at public places bc i feel like a faggot when im placing the toilet paper on the toilet seat,hate
7990,Annie.. You crazy hoe &#128514;&#128514;&#128514;,not_hate
17923,RT @THOTSNEXTDOOR: I just wanna spread your legs &amp; kiss &amp; lick my way down to your pussy just so I can feel every bit of wetness on my tong&#8230;,not_hate
